Date,Close,High,Low,Open,Volume,Log_Return
2015-03-11,170.3191680908203,171.15202465850157,170.2358773506991,170.97711918760012,110145700,-0.23443125880753257
2015-03-12,172.48460388183594,172.55122122527632,170.9021687448935,170.95213810666525,93993500,1.2633843445189363
2015-03-13,171.42678833007812,173.17577867566206,170.38571810947693,172.2096751693105,162410900,-0.615169437041363
2015-03-16,173.71717834472656,173.80879305121192,171.45180806470574,172.15974104285448,136099200,1.327227972885403
2015-03-17,173.2008056640625,173.5839124540509,172.38459732153632,172.9759308996213,94510400,-0.29769172300602165
2015-03-18,175.28297424316406,175.95758593503314,172.08479581342868,172.72609883895026,228808500,1.1950015911230238
2015-03-19,174.48341369628906,175.29128541121912,174.0919701763382,174.86653322735714,117917300,-0.4571976994993676
2015-03-20,176.02354431152344,176.5338549792553,175.25389773750445,175.43794504489014,177715100,0.8788073914598016
2015-03-23,175.68052673339844,176.60912431387916,175.68052673339844,176.0318862550526,71784500,-0.19506040169900984
2015-03-24,174.6934356689453,176.01521171021966,174.62650819917923,175.5551060988808,77805300,-0.5634515014631525
2015-03-25,172.13348388671875,175.13679463627102,172.09166539340015,174.9025549072123,159521700,-1.4762396620445983
2015-03-26,171.7235565185547,172.6437803021698,170.76148871487146,171.464220608944,153067200,-0.23842906451978507
2015-03-27,172.1167755126953,172.29244894114026,171.41404350358889,171.60646475488804,118939000,0.22872195547316565
2015-03-30,174.21652221679688,174.5176893444385,173.13734745572566,173.1540697435742,96180400,1.2125732325150018
2015-03-31,172.69398498535156,174.09107496281166,172.6354314363264,173.38834301875565,126768700,-0.8777750893345981
2015-04-01,172.0833282470703,172.6856627547938,171.08780280332977,172.66056654739788,137303600,-0.3542329227548713
2015-04-02,172.70236206054688,173.1541064652605,171.83231783390946,172.01636516011706,86900900,0.35908362558867424
2015-04-06,173.86517333984375,174.3838451272178,171.67335357760535,171.80719571411393,114368200,0.6710470681795755
2015-04-07,173.40509033203125,174.64321651080544,173.3716329823816,173.89030487515691,81236300,-0.26497130628682086
2015-04-08,173.99066162109375,174.43404483179944,173.23775010690466,173.63094091867862,89351900,0.3371209005046616
2015-04-09,174.76031494140625,174.99455465554132,173.32978045616042,173.82335608486596,85548900,0.4413777288275078
2015-04-10,175.71405029296875,175.7558815585954,174.81056133400511,175.01133098483703,72722900,0.5442553295847752
2015-04-13,174.9192657470703,176.2075969376579,174.86907334628765,175.57179248745888,74436600,-0.45334306281823444
2015-04-14,175.2539520263672,175.4379993907657,174.09111427772777,174.7185449931471,75099900,0.19115475668716186
2015-04-15,176.040283203125,176.550593918983,175.63873120600803,175.7223937227485,99529300,0.4476774231809699
2015-04-16,175.99009704589844,176.5004077798699,175.50488251481832,175.70566490305748,68934900,-0.02851240141890088
2015-04-17,173.96560668945312,175.03642067103527,173.17922487936102,174.79381976361367,191113200,-1.1570109698059383
2015-04-20,175.5551300048828,175.88975463417083,174.81057935437235,174.89422912913867,92189500,0.909550768664591
2015-04-21,175.34593200683594,176.40001075059098,175.0447648278906,176.241059633216,72559800,-0.11923476186259663
2015-04-22,176.20758056640625,176.3916278622477,174.76029839773432,175.68889602125952,78264600,0.49019580470464064
2015-04-23,176.6509552001953,177.30348184836805,175.68888751576253,175.8060073560729,102585900,0.25130460067597227
2015-04-24,177.0609130859375,177.32862294019844,176.6091686632577,177.06928699707592,61327400,0.23180340048911674
2015-04-27,176.32472229003906,177.75525681735834,176.13230106089898,177.62977581149084,79358100,-0.41665069952490086
2015-04-28,176.88522338867188,176.93541579045058,175.12005159051273,176.29962409274148,86863500,0.31737587005808976
2015-04-29,176.1573944091797,176.75971594904973,175.3459166028951,175.99006939604806,125684900,-0.41231849863487824
2015-04-30,174.39227294921875,175.9733977636578,173.6895408810492,175.5802068468033,161304900,-1.007067780860993
2015-05-01,176.2828826904297,176.32471394544166,175.07821403068309,175.17859883062636,103399700,1.0782788737506266
2015-05-04,176.78485107421875,177.37045041151927,176.60080374462314,176.7095497011237,70927200,0.28434698161241556
2015-05-05,174.76031494140625,176.90195524438084,174.61809888390331,176.54222176296173,113326200,-1.1518056344819172
2015-05-06,174.0408477783203,175.62197211349806,172.9700340891579,175.31244382111544,135060200,-0.41253772082878726
2015-05-07,174.7352294921875,175.1618904560552,173.60586210778507,173.9404866442507,88244900,0.3981824881734042
2015-05-08,177.03579711914062,177.23657948742175,176.33307797781717,176.41674048921107,155877300,1.30801018445732
2015-05-11,176.19088745117188,177.26170137362172,176.11559883907202,176.9940042755637,75708100,-0.47839606478152774
2015-05-12,175.66383361816406,176.20761446598536,174.52609228185415,175.35430527247587,119727600,-0.29958627561219586
2015-05-13,175.69732666015625,176.70121320199718,175.4630868925637,176.07378251770785,94667900,0.019064737870966297
2015-05-14,177.52943420410156,177.62145788583183,176.44188508322833,176.7179561284192,95934000,1.0373641958673296
2015-05-15,177.7218017578125,177.86401782132825,177.23658725370188,177.7218017578125,76510100,0.10829945291650489
2015-05-18,178.27398681640625,178.5249488920376,177.4876049391329,177.55453241433813,74549700,0.3102202436955359
2015-05-19,178.2154083251953,178.66716556071992,177.93097614881896,178.39109453125707,72114600,-0.032864086582407026
2015-05-20,178.08984375,178.84275510252036,177.77194160488511,178.3157094966938,76857500,-0.07048146479009532
2015-05-21,178.60855102539062,178.81769452776226,177.7803381605606,177.94766317454298,64764600,0.29083822558222394
2015-05-22,178.1819305419922,178.64203610656455,178.11500307902878,178.22374903687452,57433500,-0.23914353591676374
2015-05-26,176.2661590576172,178.11499342205528,175.8478720106057,177.6883324644347,124308600,-1.0809989932611508
2015-05-27,177.9392852783203,178.17352497452026,176.31632969385913,176.7262555447621,93214000,0.9447278078098975
2015-05-28,177.73855590820312,177.8473018713344,177.04419780695585,177.6297971799629,74974600,-0.11287146298357698
2015-05-29,176.63427734375,177.7134524528389,176.3665802356876,177.67163395462651,124919600,-0.6232318254554947
2015-06-01,176.99395751953125,177.6381102730333,176.19920205139607,177.30348579758044,93338800,0.2034228403467786
2015-06-02,176.81829833984375,177.51265635915792,175.90643565482327,176.5338662158184,91531000,-0.09929514380075943
2015-06-03,177.2867431640625,177.91417360253882,176.7931676160863,177.35367060931256,87820900,0.26457973910689603
2015-06-04,175.7893829345703,177.23665307380216,175.47148057741296,176.57576491378336,151882800,-0.8481849072728309
2015-06-05,175.48812866210938,176.16575154852487,174.82722806454183,175.6387058523768,121704700,-0.17151928966150365
2015-06-08,174.40896606445312,175.52998506810235,174.33367745853045,175.3793950911492,89063300,-0.6168476593676253
2015-06-09,174.3838653564453,174.9276461704206,173.74807364768063,174.3838653564453,105034700,-0.014392903632209908
2015-06-10,176.4752960205078,176.86012570609938,175.09495392272834,175.1535074692772,134551300,1.192190865064724
2015-06-11,177.044189453125,177.42900640932535,176.68445593482465,176.91869567297488,73876400,0.32184586539969473
2015-06-12,175.6888885498047,176.918653262854,175.41281761778285,176.21593421685589,135382400,-0.7684607185450609
2015-06-15,174.9359893798828,175.22042147581715,173.83170557434076,174.5427985792828,124384200,-0.4294620116851
2015-06-16,175.88970947265625,175.97337199105272,174.60975208486053,174.78542550234178,85308200,0.5437015847544302
2015-06-17,176.1741180419922,176.78482626134638,175.14513558193775,176.1741180419922,126708600,0.16156651662369015
2015-06-18,178.0062713623047,178.47475090901557,176.20764179580178,176.7765061696335,165867900,1.0345968990723264
2015-06-19,177.21604919433594,177.83812998461815,176.8377621954244,177.76247515027615,130478700,-0.4449176900139129
2015-06-22,178.12391662597656,178.7123643979634,177.9137557911813,178.140733084376,70696000,0.5109863760839772
2015-06-23,178.2500762939453,178.5863414547801,177.85498557417145,178.3341457909551,68476800,0.07080184061987183
2015-06-24,176.95542907714844,178.35930196334212,176.9302108022683,177.98101501294022,92307300,-0.7289599570711403
2015-06-25,176.41744995117188,177.58594393307538,176.3417951127585,177.45985253571976,97107400,-0.30448264342641806
2015-06-26,176.38385009765625,177.0227346295858,175.82902223121013,176.7789407971154,104174800,-0.019047465875310365
2015-06-29,172.68496704101562,176.39220754257474,172.60931221295124,174.89586330503303,202621300,-2.1193651947902126
2015-06-30,173.04644775390625,174.28219456903466,172.5672748623584,174.23174519055576,182925100,0.2091107889785171
2015-07-01,174.43353271484375,174.87907276018018,173.64332574320485,174.62687713539296,135979900,0.7983725144545595
2015-07-02,174.2737579345703,175.08078113479377,173.85343629068694,174.91265504268014,104373700,-0.09163834295344842
2015-07-06,173.7777862548828,174.55957837696187,172.7774186625631,172.9791776749701,117975400,-0.284999175367151
2015-07-07,174.87066650390625,174.9967578994981,171.58374730199034,173.97958643585173,173820200,0.6269259593067567
2015-07-08,171.93682861328125,173.81146018567944,171.70144943949148,173.5256444499637,164020100,-1.6919518296290903
2015-07-09,172.2478485107422,174.30743535338203,172.13857357792756,174.04682509278868,144113100,0.18072854649791026
2015-07-10,174.4167022705078,174.8370240023907,172.2898753333565,174.2569779600401,129456900,1.2512857476848716
2015-07-13,176.3417205810547,176.4509954701766,175.64398521378308,175.68601993753617,106069400,1.0976430001966797
2015-07-14,177.10671997070312,177.41776670661784,176.24085841898082,176.29970960560198,81709600,0.43287817766168857
2015-07-15,177.04791259765625,177.6111421542407,176.56873968741533,177.14878570414876,97914100,-0.033209998220762316
2015-07-16,178.46859741210938,178.46859741210938,177.86333313445147,178.1071140778857,106683300,0.7992272295656022
2015-07-17,178.619873046875,178.67872423106053,178.04824179751918,178.46014877802617,89030000,0.08472726303416778
2015-07-20,178.71241760253906,179.2083942417855,178.39298176104646,178.84692365537975,70446800,0.05179747823245151
2015-07-21,178.00624084472656,178.83848243270182,177.7036087061174,178.57787220254363,77965000,-0.3959297690738772
2015-07-22,177.68678283691406,178.02304787711734,177.28327761586982,177.3168977062903,88667900,-0.1796257291758252
2015-07-23,176.68643188476562,177.9221787665011,176.32496136298496,177.82130565850667,90509100,-0.5645763098009127
2015-07-24,174.85382080078125,176.84614148116313,174.51756858396737,176.78730311546062,117755000,-1.0426275064989277
2015-07-27,173.83660888671875,174.47550595459683,173.39106899843418,173.96271306826208,132361100,-0.5834486484577184
2015-07-28,175.97186279296875,176.11477061410775,173.84503627903158,174.6772649331469,123544800,1.2208283099445438
2015-07-29,177.18238830566406,177.4093527564349,175.95504346882052,176.09795128763133,105791300,0.6855532674359566
2015-07-30,177.2244415283203,177.39256763698268,176.0475331132841,176.66961382525466,91304400,0.023731609728461223
2015-07-31,176.95542907714844,177.75403771181914,176.66961341037364,177.72881943693898,103266900,-0.15190727945251226
2015-08-03,176.35855102539062,176.98063168081657,175.40021818320392,176.92179332037287,113965700,-0.3378743288956265
2015-08-04,176.01385498046875,176.7452103669397,175.5262804470896,176.28285410018395,81820800,-0.19564310314548194
2015-08-05,176.59397888183594,177.63636856921735,176.30815035501078,176.91341467609735,85786800,0.32904795020680666
2015-08-06,175.14804077148438,176.88816577293218,174.55958018599858,176.77887803667926,116030800,-0.8221629344365766
2015-08-07,174.8118133544922,175.13966380658215,173.90391683473493,174.98835413355687,117858000,-0.1921520520030029
2015-08-10,177.01426696777344,177.09832360199061,175.92982992062116,175.92982992062116,80270700,1.2520290605790407
2015-08-11,175.4170684814453,176.08958581190478,174.65207985770763,175.66926408376776,126081400,-0.9063946706752368
2015-08-12,175.627197265625,175.81213981839997,172.63450916028293,174.1056349400482,172123700,0.11971641743180328
2015-08-13,175.40866088867188,176.1568330270313,174.86223496376618,175.46749925852896,89383300,-0.12450944831359223
2015-08-14,176.04751586914062,176.1231706865482,175.07236657633663,175.21527439606157,72786500,0.36354784826473363
2015-08-17,177.0310516357422,177.0310516357422,174.98829477956903,175.45065111343462,79072600,0.5571215027305065
2015-08-18,176.51828002929688,177.1067277854812,176.28290092682315,176.7536591317706,71692700,-0.290070957607913
2015-08-19,175.12283325195312,176.54350977448607,174.30740815568282,175.7701194122173,172946000,-0.7936808580703669
2015-08-20,171.46603393554688,175.0976067239922,171.40718274096733,173.60126251028643,194327900,-2.110243786379229
2015-08-21,166.3044891357422,171.44082093940537,166.04389172817966,169.5829933392716,346588500,-3.056481410074241
2015-08-24,159.3019256591797,166.01025645679974,153.33335233737512,157.61223702855523,507244300,-4.301907493730894
2015-08-25,157.42727661132812,164.30373274562334,157.13304632128316,164.2869162877696,369833100,-1.1837689267137463
2015-08-26,163.47149658203125,163.74889757430628,158.3519692985831,161.4707614867251,339257000,3.7675026476164497
2015-08-27,167.51502990722656,167.6411212983881,164.10201942963764,165.62358207659415,274143900,2.443443572100712
2015-08-28,167.5234375,167.99419581283564,166.38016181431257,166.86773658895007,160414400,0.005018882064611319
2015-08-31,166.16995239257812,167.39729720151973,165.61512476002102,166.53983748094953,163298800,-0.8112192634828652
2015-09-01,161.2101593017578,163.73208904640205,160.3358831403836,162.34501999052893,256000400,-3.0302223164362374
2015-09-02,164.27017211914062,164.3122068653911,161.7566430889251,163.60605647911277,160269300,1.880361228408578
2015-09-03,164.38780212402344,166.48941040270643,163.891825648782,164.98465169193798,152087800,0.07158202089962984
2015-09-04,161.89947509765625,162.96709558154924,161.07564833145102,162.11805054485185,207081000,-1.5252665004415356
2015-09-08,165.96823120117188,166.11955369325074,164.06838161023413,164.715680662347,116025700,2.482077319609566
2015-09-09,163.74888610839844,167.683103022399,163.37901386886455,167.55701167110306,149347700,-1.3462319634419906
2015-09-10,164.6400146484375,165.79169199912812,163.29498008060006,163.5555774816585,158611100,0.5427288957501553
2015-09-11,165.38824462890625,165.45549766354995,163.53041642508782,164.24496869437294,119691200,0.45343466289384793
2015-09-14,164.77450561523438,165.61514900196477,164.28693091166673,165.56471245111297,79452000,-0.37178011156324686
2015-09-15,166.83404541015625,167.27958525406055,164.7324375324203,165.27885044975304,113806200,1.2421671699229364
2015-09-16,168.27999877929688,168.47335600736517,166.7920691162037,167.13673600742004,99581600,0.8629673197518173
2015-09-17,167.9016876220703,170.55812360619692,167.52340069145967,168.14548136942324,276046600,-0.22506360829250838
2015-09-18,165.15792846679688,167.88731916337602,164.74387999740873,165.377640285381,223657500,-1.6476457030344172
2015-09-21,166.01141357421875,167.04231852767847,164.95514634487876,165.99450968826093,105726200,0.5154384109071763
2015-09-22,163.85662841796875,164.32138858494636,162.7158546348317,163.83127903557792,153890900,-1.3064713954033635
2015-09-23,163.5946807861328,164.4988388691345,163.01161918703787,164.025633192735,92790600,-0.15999184022144064
2015-09-24,163.00315856933594,163.46791874298015,161.02582935116325,162.3693982126995,159378800,-0.3622331762870523
2015-09-25,162.96092224121094,164.7776968178008,162.08210063760552,164.47349132330473,155054800,-0.025914713214003626
2015-09-28,158.8710174560547,162.16657854689706,158.55836652025982,162.05672264237,178515900,-2.541776917051042
2015-09-29,158.96397399902344,160.33290496845316,157.95840562742828,159.0907337910575,159045600,0.05849358825695816
2015-09-30,161.92996215820312,162.0989623013718,160.0793802898775,160.86523675785992,163452000,1.8486311468111971
2015-10-01,162.35247802734375,162.65668345958522,160.40049854291308,162.31022476572141,131079000,0.2605852527746144
2015-10-02,164.77769470214844,164.803044085207,159.80900932047038,160.35827603914345,211003300,1.4827498713128051
2015-10-05,167.70989990234375,167.93805725221586,165.90157077843796,166.0114267050223,126320800,1.763843985979019
2015-10-06,167.13523864746094,168.14080692081524,166.46768355928876,167.57464934125537,110274500,-0.3432403537731332
2015-10-07,168.50416564941406,168.85906981536718,166.8732826909915,168.07320045984758,124307300,0.8157174485845076
2015-10-08,170.0252227783203,170.3125243595775,167.81127797938987,168.1154834459818,153055200,0.898632388705245
2015-10-09,170.12664794921875,170.6082991614935,169.49288753198604,170.1689012224787,107069200,0.059635229221211006
2015-10-12,170.28713989257812,170.48993489926448,169.7716810941104,170.20263337720283,56395600,0.09429227662485218
2015-10-13,169.2139892578125,170.82796847959804,169.04498910075156,169.5519895719343,88038700,-0.6321947804230454
2015-10-14,168.40281677246094,169.73794030007946,168.10706963972908,169.1548786380428,99106200,-0.4805294237437252
2015-10-15,170.98851013183594,170.9969556261865,168.69851756215758,169.0703256157335,134142200,1.5237533688018168
2015-10-16,171.76596069335938,171.78285168595295,170.62518689280665,171.39415255410108,114580100,0.45364945522949895
2015-10-19,171.8504180908203,171.8504180908203,170.80260943997638,171.11526035754952,76523900,0.04915795891946573
2015-10-20,171.6307373046875,172.24759371042973,171.15753168417916,171.41103837913323,78448500,-0.12791433395147322
2015-10-21,170.56607055664062,172.20538678484803,170.39705745193362,172.05329046327924,102038000,-0.6222560578787117
2015-10-22,173.447509765625,173.65876319348166,170.56602280901365,171.52087953508322,174911700,1.675228398246631
2015-10-23,175.3488006591797,175.72060877652393,174.3263412303698,175.1291017234248,144442300,1.0902120626743006
2015-10-26,174.91783142089844,175.23048235584895,174.54602333939755,175.17133810318407,69033000,-0.2460807946235377
2015-10-27,174.579833984375,174.91783430373616,173.89536206275727,174.24182077112815,77905800,-0.19341905560645856
2015-10-28,176.5656280517578,176.59097743383342,174.25029852960452,174.9178537474075,135906700,1.1310499219389314
2015-10-29,176.4642333984375,176.8360415334535,175.94032896848984,176.05863038473245,90525500,-0.05744253797219656
2015-10-30,175.70370483398438,176.97968386299104,175.54316305053487,176.65857450831862,131076900,-0.43191310973300645
2015-11-02,177.782470703125,177.9768202863356,175.90653884740215,176.0332986664523,86270800,1.1761647142207288
2015-11-03,178.2979278564453,178.8556401092025,177.19940723874166,177.4275645955766,95246100,0.2895174884401719
2015-11-04,177.7571258544922,178.72044119196994,177.21631747018694,178.59369426357375,96224500,-0.3037746057464652
2015-11-05,177.57962036132812,178.2809832656283,176.68390792018604,177.81622316110582,78408700,-0.09990833192423665
2015-11-06,177.48670959472656,177.7233253433878,176.15159901160413,177.2332157459619,110471500,-0.052334316652213886
2015-11-09,175.83047485351562,177.0219474182611,174.87560512368435,176.86983822788056,131008700,-0.9375410796778283
2015-11-10,176.23609924316406,176.2699070201873,175.07843431095446,175.34883205769515,75874600,0.23042492469675935
2015-11-11,175.54315185546875,176.55716572348277,175.4755492117497,176.50646696416496,67846000,-0.39396768388337833
2015-11-12,173.09262084960938,174.96855248625604,173.07572985748615,174.49534682906358,121315200,-1.4058060334567024
2015-11-13,171.14910888671875,172.94899261191821,171.06461523342034,172.67859486991898,153577100,-1.1291673525207102
2015-11-16,173.75173950195312,173.81089665908638,170.84488986534723,170.9632041796137,117645200,1.5092337575747017
2015-11-17,173.6249542236328,174.95161893805454,173.12639926889594,174.0643649281918,121123700,-0.07299584931290681
2015-11-18,176.3797149658203,176.5233657548637,174.06438556209136,174.10662593413213,121342500,1.5741605011795556
2015-11-19,176.22764587402344,176.65015281071786,175.93188586078196,176.26144075564807,88220500,-0.08625407073905578
2015-11-20,176.86981201171875,177.5542710322599,176.48955843296093,176.98811341164085,94011500,0.36373348567249053
2015-11-23,176.66702270507812,177.4359753825487,176.20226258536343,176.92897489240298,64931200,-0.11472033970303386
2015-11-24,176.90362548828125,177.30922845911928,175.2642968265415,175.65299591287788,98874400,0.13383623314284776
2015-11-25,176.87828063964844,177.2331848599592,176.6163155517627,177.03037692240179,51980100,-0.014327950772585751
2015-11-27,177.08111572265625,177.28392370607006,176.48960855506087,176.97125978657095,37317800,0.11460925026698376
2015-11-30,176.345947265625,177.35996133471315,176.2360913360619,177.24165990821768,112822700,-0.4160233294784099
2015-12-01,178.02748107910156,178.14579537586474,176.7008162678266,176.97967233758436,97858400,0.949025124093339
2015-12-02,176.21067810058594,178.2978626426528,175.95717145170113,177.97675336113983,108441300,-1.025761263450331
2015-12-03,173.74325561523438,176.73459823749505,173.0165433666569,176.46420057661396,166224200,-1.4101646737258555
2015-12-04,177.1317901611328,177.42755015124436,173.7432894356411,173.7432894356411,192913900,1.9315365606750845
2015-12-07,176.05862426757812,177.22473450319956,175.08685069502556,176.80222761788633,102027100,-0.6077000690694945
2015-12-08,174.87564086914062,176.00795650966478,173.88697605818533,174.48694165828132,103372400,-0.6741934298638341
2015-12-09,173.51513671875,176.33747981578392,172.5349175816368,174.23340363164402,162401500,-0.7810258788796709
2015-12-10,173.9629669189453,175.28118623266707,173.34611052601366,173.58271333135417,116128900,0.257760384586625
2015-12-11,170.5913848876953,172.5011113758808,170.27872102335024,171.83355616747073,211173300,-1.9571307880363875
2015-12-14,171.45327758789062,171.5800373814515,168.96048970782573,170.75192755117507,182385200,0.5039660716617433
2015-12-15,173.253173828125,174.16579025540122,171.42794097357253,172.9743177341889,154069600,1.04431616571814
2015-12-16,175.78819274902344,176.0923981859969,173.05880220504932,174.3854669622077,197017000,1.4525862764233288
2015-12-17,173.10951232910156,176.16845788949902,173.0926084443027,176.1008552441898,173092500,-1.5355406551733175
2015-12-18,170.0255889892578,172.49920403604324,169.86407875868363,172.3632070261195,251393500,-1.7975464280008069
2015-12-21,171.4281463623047,171.60666107450163,170.08507705300738,171.20713988253107,99094300,0.8215257975518142
2015-12-22,172.9836883544922,173.2812084858569,171.3261076941141,172.32065609034098,111026200,0.9033095919748213
2015-12-23,175.12583923339844,175.16834397187876,173.90177540066546,173.99528063707214,110987200,1.230749375788065
2015-12-24,174.8367919921875,175.38932757912085,174.61578553978822,174.87080096678642,48539600,-0.16518752640841683
2015-12-28,174.43724060058594,174.4797323523714,173.35768291045858,174.13972051436636,65899900,-0.22878973448001716
2015-12-29,176.29891967773438,176.63043594144415,175.5083858837446,175.54238189795421,92640700,1.0615937402159936
2015-12-30,175.04928588867188,176.1373524708292,174.90478018705167,176.05234301311276,63317700,-0.7113393713630067
2015-12-31,173.29820251464844,175.01529241445527,173.29820251464844,174.36926462659974,114877900,-1.0053743356419176
2016-01-04,170.87557983398438,170.88407559119483,168.8099694171321,170.4250582600175,222353500,-1.407813620446774
2016-01-05,171.16461181640625,171.6236292027999,170.0510578686635,171.19860781995925,110845800,0.16900473001317806
2016-01-06,169.00550842285156,170.05955314813002,167.96845521399013,168.59747855762453,152112600,-1.2694427051051171
2016-01-07,164.95083618164062,167.83248124829188,164.5598107196038,166.03889011431787,213436100,-2.4283841644536786
2016-01-08,163.14016723632812,166.48084125572606,162.85115587767655,165.919810050847,209817200,-1.103771398422282
2016-01-11,163.3017578125,164.40681628337185,161.35516509053755,164.06679130815084,187941300,0.09900112514396042
2016-01-12,164.61924743652344,165.3757848059976,162.47713652552116,164.75525736085189,172330500,0.803545178230447
2016-01-13,160.5135955810547,165.6393530138184,160.1310788863428,165.29083232659488,221168900,-2.5256569362233527
2016-01-14,163.1487274169922,164.27928602939932,159.51905357627092,161.12563413692837,240795600,1.6283576276478584
2016-01-15,159.64649963378906,160.45403751473881,157.69990777463138,158.7624610313076,324846400,-2.170022925905357
2016-01-19,159.85903930664062,161.60162955807132,158.2779592548453,161.47412833237135,195244400,0.13304289178002193
2016-01-20,157.8104248046875,159.38300901522,153.8747358554283,157.28340247214302,286547800,-1.2897952957181325
2016-01-21,158.6944580078125,160.5475446842278,156.95186805142117,158.28644118403113,195772900,0.5586236106053022
2016-01-22,161.95018005371094,162.15418205243324,160.55611018973113,161.3211436261909,168319600,2.0308051665725912
2016-01-25,159.50205993652344,161.63566308921975,159.306553688184,161.44015684088035,130371700,-1.5231920298492518
2016-01-26,161.67811584472656,161.95863148682065,159.82502902016932,160.16504090539863,141036800,1.3550582315851045
